項目,網址
詳全文：GLAY橫濱冷清開唱僅7人 隔25年吸23萬粉雪恥,https://tw.appledaily.com/http://www.appledaily.com.tw/appledaily/article/entertainment/20171113/37843771/
詳全文：宋仲基超暖祕誓曝光 網友讚喬妹嫁對人,https://tw.appledaily.com/http://www.appledaily.com.tw/appledaily/article/entertainment/20171113/37843776/
� 台中獨家登場,https://tw.appledaily.com/http://www.appledaily.com.tw/appledaily/article/supplement/20171113/37843593/
