項目,網址
詳全文：軟銀3017億買UBER股權14%　取得2席董事,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240085/
詳全文：大谷翔平傷後首練打　繼續投打二刀流,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240088/
詳全文：不滿周日到校寫作業　16歲學生刺死老師,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240074/
詳全文：大聯盟總經理會議登場　史坦頓、大谷成討論焦點,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240080/
詳全文： 從黑格爾的「正反合」辯證與黑天鵝效應 看阿伯的虐狗事件,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240065/
詳全文：辱護理師「輸卵管」後再出招　他提告爆料公社,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240057/
詳全文：【有片】丑男成功啦！  向陌生女索百吻 「比想像容易」,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239729/
詳全文：賞月賞美人　BLANCPAIN一錶搞定,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239819/
詳全文：批北市府無法捍衛文化資產　文資團體嗆換掉柯Ｐ,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240077/
詳全文：接未成年女友下課　職業軍人竟成猥褻案被告,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239649/
詳全文：「大鬍子」哈登26分、15助攻　火箭再度超車勇士西區第1,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240069/
詳全文：【慶富案】密件滿天飛　顧立雄：已經解密,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240067/
詳全文：他丟300元給玉蘭花姨　花倒地上！狂踩羞辱！,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240060/
詳全文：彩虹小馬、卡娜赫拉耍萌　文創主題展搶商機,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240068/
詳全文：9歲童體重9公斤　葉門恐面臨數十年最嚴重饑荒,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240028/
詳全文：警察4等VS業務　網友一致推警察,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240066/
詳全文：女友卸貨「母女均安」　C羅開心迎接4寶出世,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240053/
詳全文：一位技術員心聲：請政府與人民共同編織產業升級的蛹口,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239845/
詳全文：醫師納《勞基法》恐跳票？衛福部長這樣說,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240062/
詳全文：網友激推5大炸雞店！第一名不是胖老爹,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240042/
詳全文：【特企】永遠的新鮮人　國寶級電影看板繪師「把每天當第一天」,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1236353/
詳全文：館長駁斥「教練賺不到錢」　霸氣公開薪資條啦,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240055/
詳全文：鹿晗關曉彤羞澀合影　地點曝光在「他」家！,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240035/
詳全文：國際婦女防暴日　女籃王維琳學防身術,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240056/
詳全文：世紀復合！他想到這一對　要志玲「好好愛自己」,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240040/
詳全文：周末大降溫須留意　彭啟明：低溫下探15℃,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240048/
詳全文：爵士高貝爾右膝瘀傷缺戰4-6周　稱對手打髒球,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240047/
詳全文：南太鉉當老闆自組樂團　下月撲台開唱,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239853/
詳全文：漂浪島嶼／郭志榮專欄：當「工業五缺」拼「人民四害」,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240041/
詳全文：休旅車公開的秘密！　後車廂加這根節稅10萬,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240029/
詳全文：南投又地震！今早08:38芮氏規模3.8　最大震度雲林5級,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240043/
詳全文：交友APP亂槍打鳥　型男賣安毒給警遭逮,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240045/
詳全文：伊朗地震頻繁　百年來逾12萬人死於震災,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240038/
詳全文：OHL高球菁英賽　潘政琮並列55收場,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240036/
詳全文：海苔出新口味！其實是警訊　真相令人憂心,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240031/
詳全文：20萬脫北者長居中國　中國持續強制遣返,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240037/
詳全文：【特企】年輕人靠北「生錯年代」　想買房竟得不吃不喝這麼多年,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1238010/
詳全文：賴揆今聽取都更政策　「釘子戶」將設調處機制,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239918/
詳全文：妻兒將遭中國遣返北韓　脫北者向港媒求救,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240032/
詳全文：【獨家】同志天菜斷開洋妞　女友驚變馬景濤前妻,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239794/
詳全文：F1巴西站決賽　法拉利維特爾奪本季第5冠,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240033/
詳全文：​教室頂樓、草叢性侵男童　慣犯要求從輕量刑,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240025/
詳全文：宏達電Vive雙11京東稱霸 　進駐VW狼堡,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240030/
詳全文：清大圖館有偷拍色狼！　多名女大生受害,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240021/
詳全文：國內首試Mini首款油電車　玩趣依舊不減,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240024/
詳全文：周一放鬆　你需要看看這個水中世界,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239848/
詳全文：Hearts On Fire獻應景聖誕禮　星星珠寶放閃,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239866/
詳全文：​台7甲南山路段恢復通行　每整點放行10分鐘,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240027/
詳全文：14隻無名狼英雄　改變黃石公園,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239849/
詳全文：台北車展搶先看　BMW將以M軍團主打性能牌,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240023/
詳全文：【咩姊台語】雲林烏魚子產季到　又見養殖戶曬烏金,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1237954/
詳全文：剪髮增球速？　狄格隆：可以多2哩,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240026/
詳全文：【有片】訪問時大地震　來賓驚慌主播強自鎮定,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240019/
詳全文：機車藏113個保險套　判刑！法官不信他用得完,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240017/
詳全文：天氣多變！周四秋老虎飆31℃　周日下探14℃,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240016/
詳全文：活塞鐵衛布萊德利建功　5連勝、本季第10勝到手,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240020/
詳全文：尋歡客要性交易　按摩師「只做純按摩」遭毆,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240015/
詳全文：【有片】用餐中天搖地動　食客倉皇奔逃,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240014/
詳全文：北北基宜蘭大雨特報　南部高溫30℃,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240003/
詳全文：【特企】光喝水不夠！喝礦泉水能使保養效果更加乘！,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1238560/
詳全文：【台北耳語】解鈴還需繫鈴人,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239844/
詳全文：林志玲「想結婚生子」　星座專家建議這樣做,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240013/
詳全文：她赴祭拜兄長頭七　悲慟！途中遇死劫喪命,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240012/
詳全文：打到骨折　毛孩子壞掉了？,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239914/
詳全文：毒品控制13少年　戀童男夜夜「選妃」性侵,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240007/
詳全文：「言承旭常來家裡」　林志玲母：我當然OK！,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240011/
詳全文：「美術教室偷情」　大學講師貼她車又附照,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240009/
詳全文：國際形象再升級　鵝鑾鼻改建通風建築,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239826/
詳全文：酷妹片場不甩吸血鬼帥哥　其實《暮光之城》看過100遍,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239942/
詳全文：火車脫軌後墜落峽谷　至少34死26傷,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240008/
詳全文：日本東部外海地震　規模5.8,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240010/
詳全文：整形名醫開刀日偷情女醫　「一周嘿咻1次」,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240005/
詳全文：華航片面更改航班時間　引發旅客不滿,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1238348/
詳全文：就服處本周釋643個職缺　運輸業高薪可達75K,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239813/
詳全文：搶業績！　購車送Dyson吸塵器、免費保養,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239935/
詳全文：十一月十三日世界頭條搶先報,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240004/
詳全文：寶島夢想家門票中午開賣　和菲勞搶票捍衛主場,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239889/
詳全文：【買房問蘋果】持分房屋像寄宿　怎麼保障？,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1236125/
詳全文：【歷史上的今天】蔡英文眼眶泛淚談勞工：民進黨心裡最軟那塊,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239793/
詳全文：【NBA報馬仔】老鷹明打鵜鶘　快來看David哥的神推薦 ,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239836/
詳全文：寶島夢想家洋將確定　鵜鶘柯辛斯弟弟留用,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239903/
詳全文：拚CSR 　這兩家科技業台廠企業形象佳,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239946/
詳全文：十一月十三日各報頭條搶先報,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240002/
詳全文：智崴明年全球據點進入開幕潮　將切入VR體感設備領域,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239988/
詳全文：勞動部創客基地協助　青年創作「不插電音箱」獲青睞,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239538/
詳全文：賴揆曾救災　維冠大樓都更聯貸火速簽定,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239895/
詳全文：十一月十三日財經焦點搶先看,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240001/
詳全文：AV高瀨杏揭密真實年齡　嬌嗔傲人G奶好困擾,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239887/
詳全文：粉碎被沙國軟禁傳言　黎巴嫩總理：近日返國 ,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240000/
詳全文：【恐怖IS】哈威雅淪陷3年　伊軍發現亂葬崗埋400人,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239989/
詳全文：印度遊船傾覆　至少16人身亡,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239995/
詳全文：部落夯客：我想謝謝你,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239997/
詳全文：史丹利：老派傑尼斯,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239998/
詳全文：近距離拍照釀禍　兩遊客在尚比亞遭大象踩死 ,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239993/
詳全文：安室奈美惠最後巡演！明年5月台北小巨蛋連唱2場,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239969/
詳全文：兩台灣男偷獵犀牛　史瓦濟蘭法院重判11年,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239992/
詳全文：習近平抵河內訪問　民眾盼中共學越共走向民主 ,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239991/
詳全文：台灣小將曾俊欣、梁恩碩　稱霸南韓一級青少年網賽,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239990/
詳全文：【生死鬥】5.2公尺長巨蛇發威　小蛇使出捲頭功仍敗北 ,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239984/
詳全文：ATP年終總決賽開打　費德勒打下年度第50勝,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239987/
詳全文：1.5米長怪鯊有300顆牙　祖先有8000萬年歷史,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239980/
詳全文：瀏海害iPhone X看不到電量　3招破解！,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239983/
詳全文：打卡上傳聖誕新貨　前10讚送500元,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239721/
詳全文：這熟悉的觸感　貓咪一秒變鳥巢,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239854/
詳全文：是有多衰　這人被鯊魚攻擊過3次 ,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239850/
詳全文：立委友人告狀　高鐵直呼冤枉,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239924/
詳全文：入冬最低溫　日本推加熱睡袋,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239977/
詳全文：長頸鹿其實愛唱歌　甚至唱整晚,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239852/
詳全文：【毒氣室】印度空污超嚴重　聯合航空取消航班,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239978/
詳全文：瀕危動物！7公尺大的海中巨人,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239858/
詳全文：【重逢片】狗狗看到當兵主人回來　反應讓人流淚,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239904/
詳全文：【玩水片】貪吃海獅為吃魚　整尊趴遊艇,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239905/
詳全文：Tesla新加速模式Chill　平穩不暴衝,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239975/
詳全文：不是只有貓狗愛撒嬌！這隻牛居然…,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239856/
詳全文：【祕密客】海綿寶寶火燒厝　猜猜鳳梨裡賣什麼藥,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239040/
詳全文：【難過片】寶寶凍死　企鵝媽媽痛哭 ,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239901/
詳全文：【有片】人氣麻辣鍋訂不到位　在家這樣開吃,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239179/
詳全文：劉黎兒專欄：空屋 少子與房價,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239968/
詳全文：EA《星戰》新作發行前　再花4億買遊戲公司,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239972/
詳全文：【喵嗚片】建築師好有愛　公益打造街喵的家,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239899/
詳全文：吳惠林專欄：今年諾貝爾經濟學獎鼓勵投機？,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239967/
詳全文：Google研究　網路釣魚一年偷1200萬筆個資,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239981/
詳全文：羊竟認得人臉　最愛歐巴馬,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239846/
詳全文：不管漲價！油錶沒到想要位置　女怒飆加油員,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239944/
詳全文：命中注定？小黃違停路中間　騎士要過就被她擊落,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239955/
詳全文：鍾邦友：全民綠能屋頂美夢恐幻滅,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239966/
詳全文：電腦記憶體的運作方式,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1237404/
詳全文：熱到受不了！這隻狗居然…,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239843/
詳全文：估算你IG照片1張多少錢　hen殘忍,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239953/
詳全文：奧客「貨運都知道我」　為證件5字經譙店員,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239961/
詳全文：北市醫師工會法律顧問：醫師節 醫師不快樂,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239965/
詳全文：【早春時尚趨勢】高雅運動風當道　希臘女神強勢回歸,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239723/
詳全文：太乖了！打開被被　小狗馬上跳進來,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239841/
詳全文：POP ART @WOOBAR藝術展　W Taipei彩繪吸睛,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239912/
詳全文：陳威仲：APEC暗示貿易談判或將轉向,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239964/
詳全文：鄉民宴80桌秒殺　台菜二世祖：心情驚恐,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239974/
詳全文：【凶宅打卡】變調的初戀　醉夫勒斃結髮妻,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1235915/
詳全文：【實測片】 iPhone X太嬌貴　5成人加買這個防GG,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239861/
詳全文：【法律問蘋果】房客被告知屋將改建　不續租竟被扣2月押金,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1238861/
詳全文：170公分長腿麻豆　俏麗短髮甜笑好迷人,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239763/
詳全文：【唐綺陽星座】射手將成關注焦點　天蠍巨額金錢活動頻繁,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239778/
詳全文：涂予尹：水利會機關化 此其時矣,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239962/
詳全文：男拿棉花棒插獄友肛門　判賠60萬,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239963/
詳全文：超大膽！電車癡女摸男下體　讓他褲子凸起了,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239976/
詳全文：【過程還原】黎巴嫩總理被騙至沙烏地阿拉伯　照稿宣讀「辭職宣言」,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239979/
